setname,name,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,move_inputs,special_controls,num_buttons
gigawingb,"Giga Wing (W, 990222)",World,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawingh,"Giga Wing (HS, 990222)",Hispanic,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
gigawingj,"Giga Wing (JP, 990222)",Japan,990222,yes,Giga Wing,Capcom CPS-2,,no,no,1999,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
goldenaxe3,"Gollden Axe (W, Set 3)",World,"Set 3, FD1094 317-0120",yes,Golden Axe,Sega System 16B,,no,no,1989,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
goldenaxe4,"Gollden Axe (JP, Set 4)",Japan,"Set 4, FD1094 317-0121",yes,Golden Axe,Sega System 16B,,no,no,1989,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
gmahou,"Great Mahou Daisakusen (JP, 000121, Unlocked)",Japan,"000121, Unlocked",yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
gmahou,"Great Mahou Daisakusen (JP, 000121)",Japan,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
gng,"Ghosts'n Goblins (W, JT, Set 1)",World,"JT, Set 1",no,,Capcom CPS-0,Ghosts 'n,no,no,1985,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),8-way,,2
gulunpa,"Gulun.Pa (931220 L, Prototype)",,"931220 L, Prototype",no,,Capcom CPS-1,,no,no,1990,Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
gunsmoke,Gun Smoke,,,no,,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeb,Gun Smoke (851115) [bl],,851115,yes,Gun Smoke,Capcom CPS-0,,no,yes,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokej,"Gun Smoke (JP, 851115)",Japan,851115,yes,Gun Smoke,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeu,"Gun Smoke (US, 860408)",USA,860408,yes,Gun Smoke,Capcom CPS-0,,no,no,1986,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeua,"Gun Smoke (US, 851115, Set 1)",USA,"851115, Set 1",yes,Gun Smoke,Capcom CPS-0,,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
gunsmokeub,"Gun Smoke (US, 851115, Set 2)",USA,"851115, Set 2",yes,Gun Smoke,Capcom CPS-0,,no,no,1986,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,3
higemaru,Pirate Ship Higemaru,,,no,,,,no,no,1984,Capcom,Maze,,15kHz,horizontal,n/a,,2 (alternating),4-way,,1
hsf2,"Hyper Street Fighter II- The Anniversary Edition (US, 040202)",USA,040202,no,,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2a,"Hyper Street Fighter II- The Anniversary Edition (AS, 040202)",Asia,040202,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2j,"Hyper Street Fighter II- The Anniversary Edition (JP, 040202)",Japan,040202,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
hsf2j1,"Hyper Street Fighter II- The Anniversary Edition (JP, 031222)",Japan,031222,yes,Hyper Street Fighter II- The Anniversary Edition,Capcom CPS-2,Street Fighter,no,no,2004,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
jyangoku,"Jyangokushi- Haoh no Saihai (JP, 990527)",Japan,990527,no,,Capcom CPS-2,,no,no,1999,Capcom,Fighting,,15kHz,horizontal,n/a,,1,8-way,n/a,2
knights,"Knights of the Round (W, 911127)",World,911127,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsj,"Knights of the Round (JP, 911127, B-Board 91634B-2)",Japan,"911127, B-Board 91634B-2",yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsja,"Knights of the Round (JP, 911127, B-Board 89625B-1)",Japan,"911127, B-Board 89625B-1",yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
knightsu,"Knights of the Round (US, 911127)",USA,911127,yes,Knights of the Round,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
kod,"The King of Dragons (W, 910805)",World,910805,no,,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodj,"The King of Dragons (JP, B-Board, 90629B-3)",Japan,"B-Board, 90629B-3",yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodja,"The King of Dragons (JP, B-Board, 89625B-1)",Japan,"B-Board, 89625B-1",yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodr1,"The King of Dragons (W, 910711)",World,910711,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodr2,"The King of Dragons (W, 910731)",World,910731,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
kodu,"The King of Dragons (US, 910910)",USA,910910,yes,The King of Dragons,Capcom CPS-1,,no,no,1991,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,3,8-way,,2
lostwrld,Losts (JP),Japan,,no,,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
lostwrldo,"Losts (JP, Old Ver)",Japan,Old Ver,yes,Forgotten Worlds,Capcom CPS-1,,no,no,1988,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
lwings,Legendary Wings,,,no,,,,no,no,1986,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
mach9,Mach-9 (Vulgus) [bl],,Vulgus,yes,Vulgus,,,no,yes,1984,Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (alternating),8-way,,2
mbomberj,"Muscle Bomber- The Body Explosion (JP, 930713)",Japan,930713,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbombrd,"Muscle Bomber Duo- Ultimate Team Battle (W, 931206)",World,931206,no,,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
mbombrdj,"Muscle Bomber Duo- Heat Up Warriors (JP, 931206)",Japan,931206,yes,Slam Masters,Capcom CPS-1.5,Slam Masters,no,no,1993,Capcom,Sports,,15kHz,horizontal,n/a,,4,8-way,,3
megaman,Mega Man- The Power Battle (CPS1.5 Qsound) [hb],,CPS1.5 Qsound,yes,Mega Man- The Power Battle,Capcom CPS-1.5,,yes,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
megaman,"Mega Man- The Power Battle (US, 951006)",USA,951006,no,,Capcom CPS-1,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
megaman2,"Mega Man 2- The Power Fighters (US, 960708)",USA,960708,no,,Capcom CPS-2,Mega Man,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
megaman2a,"Mega Man 2- The Power Fighters (AS, 960708)",Asia,960708,yes,Mega Man 2- The Power Fighters,Capcom CPS-2,Mega Man,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
megaman2h,"Mega Man 2- The Power Fighters (HS, 960712)",Hispanic,960712,yes,Mega Man 2- The Power Fighters,Capcom CPS-2,Mega Man,no,no,1996,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
megamana,"Mega Man- The Power Battle (AS, 951006)",Asia,951006,yes,Mega Man- The Power Battle,Capcom CPS-1,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mercs,"Mercs (W, 900302)",World,900302,no,,Capcom CPS-1,Commando,no,no,1990,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,3,8-way,,2
mercsj,"Senjou no Ookami II (JP, 900302)",Japan,900302,yes,Mercs,Capcom CPS-1,,no,no,1990,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,3,8-way,,2
mercsu,"Mercs (US, 900608)",USA,900608,yes,Mercs,Capcom CPS-1,Commando,no,no,1990,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,3,8-way,,2
mercsur1,"Mercs (US, 900302)",USA,900302,yes,Mercs,Capcom CPS-1,Commando,no,no,1990,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,3,8-way,,2
mmancp2u,"Mega Man- The Power Battle (US, CPS2, 951006, SAMPLE Version)",USA,"CPS2, 951006, SAMPLE Version",yes,Mega Man- The Power Battle,Capcom CPS-2,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
mmancp2ur1,"Mega Man- The Power Battle (US, CPS2, 950926, SAMPLE Version)",USA,"CPS2, 950926, SAMPLE Version",yes,Mega Man- The Power Battle,Capcom CPS-2,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
mmancp2ur2,"Mega Man- The Power Battle (US, CPS2, 950925, SAMPLE Version)",USA,"CPS2, 950925, SAMPLE Version",yes,Mega Man- The Power Battle,Capcom CPS-2,Mega Man,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
mmatrix,"Mars Matrix- Hyper Solid Shooting (AS, 000412)",Asia,000412,no,,Capcom CPS-2,,no,no,2000,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mmatrix,"Mars Matrix- Hyper Solid Shooting (US, 000412)",USA,000412,yes,Mars Matrix- Hyper Solid Shooting,Capcom CPS-2,,no,no,2000,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mmatrixj,"Mars Matrix- Hyper Solid Shooting (JP, 000412)",Japan,000412,yes,Mars Matrix- Hyper Solid Shooting,Capcom CPS-2,,no,no,2000,Takumi / Takumi,Shooter - Vertical,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mpang,"Mighty! Pang (EU, 001010)",Europe,001010,no,,Capcom CPS-2,Pang!,no,no,2000,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mpanga,"Mighty! Pang (AS, 001010)",Asia,001010,yes,Mighty! Pang,Capcom CPS-2,Pang!,no,no,2000,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mpangj,"Mighty! Pang (JP, 001011)",Japan,001011,yes,Mighty! Pang,Capcom CPS-2,Pang!,no,no,2000,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mpangr1,"Mighty! Pang (EU, 000925)",Europe,000925,yes,Mighty! Pang,Capcom CPS-2,Pang!,no,no,2000,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
mpangu,"Mighty! Pang (US, 001010)",USA,001010,yes,Mighty! Pang,Capcom CPS-2,Pang!,no,no,2000,Mitchell / Capcom,Puzzle,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,1
msh,"Marvel Super Heroes (EU, 951024)",Europe,951024,no,,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
msha,"Marvel Super Heroes (AS, 951024)",Asia,951024,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshb,"Marvel Super Heroes (W, 951117)",World,951117,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshbr1,"Marvel Super Heroes (W, 951024)",World,951024,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshh,"Marvel Super Heroes (HS, 951117)",Hispanic,951117,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshj,"Marvel Super Heroes (JP, 951117, Unlocked)",Japan,"951117, Unlocked",yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshj,"Marvel Super Heroes (JP, 951117, Unlocked)",Japan,"951117, Unlocked",yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshj,"Marvel Super Heroes (JP, 951117)",Japan,951117,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshjr1,"Marvel Super Heroes (JP, 951024)",Japan,951024,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshu,"Marvel Super Heroes (US, 951024)",USA,951024,yes,Marvel Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsf,"Marvel Super Heroes Vs. Street Fighter (EU, 970625)",Europe,970625,no,,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfa,"Marvel Super Heroes Vs. Street Fighter (AS, 970625)",Asia,970625,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfa1,"Marvel Super Heroes Vs. Street Fighter (AS, 970620)",Asia,970620,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfb,"Marvel Super Heroes Vs. Street Fighter (W, 970827)",World,970827,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfb1,"Marvel Super Heroes Vs. Street Fighter (W, 970625)",World,970625,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfh,"Marvel Super Heroes Vs. Street Fighter (HS, 970625)",Hispanic,970625,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfj,"Marvel Super Heroes Vs. Street Fighter (JP, 970707, Unlocked)",Japan,"970707, Unlocked",yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfj,"Marvel Super Heroes Vs. Street Fighter (JP, 970707, Unlocked)",Japan,"970707, Unlocked",yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfj,"Marvel Super Heroes Vs. Street Fighter (JP, 970707)",Japan,970707,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfj1,"Marvel Super Heroes Vs. Street Fighter (JP, 970702)",Japan,970702,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfj2,"Marvel Super Heroes Vs. Street Fighter (JP, 970625)",Japan,970625,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfu,"Marvel Super Heroes Vs. Street Fighter (US, 970827)",USA,970827,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mshvsfu1,"Marvel Super Heroes Vs. Street Fighter (US, 970625)",USA,970625,yes,Marvel Super Heroes Vs. Street Fighter,Capcom CPS-2,Marvel / Capcom,no,no,1997,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
msword,"Magic Sword- Heroic Fantasy (W, 900725)",World,900725,no,,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mswordj,"Magic Sword- Heroic Fantasy (JP, 900623)",Japan,900623,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mswordr1,"Magic Sword- Heroic Fantasy (W, 900623)",World,900623,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mswordu,"Magic Sword- Heroic Fantasy (US, 900715)",USA,900715,yes,Magic Sword,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mtwins,"Mega Twins (W, 900619)",World,900619,no,,Capcom CPS-1,Mega Twins,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
mvsc,"Marvel Vs. Capcom- Clash of Super Heroes (EU, 980123)",Europe,980123,no,,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvsca,"Marvel Vs. Capcom- Clash of Super Heroes (AS, 980123)",Asia,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscar1,"Marvel Vs. Capcom- Clash of Super Heroes (AS, 980112)",Asia,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscb,"Marvel Vs. Capcom- Clash of Super Heroes (W, 980123)",World,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvsch,"Marvel Vs. Capcom- Clash of Super Heroes (HS, 980123)",Hispanic,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscj,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123, Unlocked)",Japan,"980123, Unlocked",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscj,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123)",Japan,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscjr1,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980112, Onslaught Edition) [hb]",Japan,"980112, Onslaught Edition",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscjr1,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980112)",Japan,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscjr1,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980112) [hb]",Japan,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,yes,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscjsing,"Marvel Vs. Capcom- Clash of Super Heroes (JP, 980123, Single PCB)",Japan,"980123, Single PCB",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscr1,"Marvel Vs. Capcom- Clash of Super Heroes (EU, 980112)",Europe,980112,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscu,"Marvel Vs. Capcom- Clash of Super Heroes (US, 980123, Unlocked)",USA,"980123, Unlocked",yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscu,"Marvel Vs. Capcom- Clash of Super Heroes (US, 980123)",USA,980123,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
mvscur1,"Marvel Vs. Capcom- Clash of Super Heroes (US, 971222)",USA,971222,yes,Marvel Vs. Capcom- Clash of Super Heroes,Capcom CPS-2,Marvel / Capcom,no,no,1998,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nemo,"Nemo (W, 901130)",World,901130,no,,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
nemoj,"Nemo (JP, 901120)",Japan,901120,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
nemor1,"Nemo (W, 901109)",World,901109,yes,Nemo,Capcom CPS-1,,no,no,1990,Capcom,Platform,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
nwarr,"Night Warriors- Darkstalkers' Revenge (EU, 950316)",Europe,950316,no,,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarra,"Night Warriors- Darkstalkers' Revenge (AS, 950302)",Asia,950302,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarrb,"Night Warriors- Darkstalkers' Revenge (W, 950403)",World,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarrh,"Night Warriors- Darkstalkers' Revenge (HS, 950403)",Hispanic,950403,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
nwarru,"Night Warriors- Darkstalkers' Revenge (US, 950406)",USA,950406,yes,Night Warriors- Darkstalkers' Revenge,Capcom CPS-2,Darkstalkers,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
pang3,"Pang! 3 (EU, 950601)",Europe,950601,no,,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3b,Pang! 3 [bl],,,yes,Pang! 3,Capcom CPS-1,Pang!,no,yes,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3j,"Pang! 3- Kaitou Tachi no Karei na Gogo (JP, 920312)",Japan,920312,yes,Pang! 3,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
pang3r1,"Pang! 3 (EU, 950511)",Europe,950511,yes,Pang! 3,Capcom CPS-1,Pang!,no,no,1995,Capcom,Ball and Paddle,,15kHz,horizontal,n/a,,2 (simultaneous),4-way,,1
passsht,"Passing Shot (W, 317-0080)",World,"2 Players, FD1094 317-0080",no,,Sega System 16B,,no,no,1988,Sega,Sports,,15kHz,vertical (ccw),no,,2 (simultaneous),8-way,,4
passsht16a,"Passing Shot (JP, 4P 317-0071)",World,"2 Players, FD1094 317-0080",yes,Passing Shot,Sega System 16B,,no,no,1988,Sega,Sports,,15kHz,vertical (ccw),no,,4,8-way,,4
