setname,name,name_notnice,region,version,alternative,parent_title,platform,series,homebrew,bootleg,year,manufacturer,category,linebreak1,resolution,rotation,flip,linebreak2,players,joystick,special_controls,buttons
commando,Commando (W),Commando,World,,no,,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
commandoj,Senjou no Ookami,Senjou no Ookami,,,yes,Commando,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
commandou2,"Command (US, Set 2)",Commando (US set 2),USA,Set 2,yes,Commando,Capcom CPS-0,Commando,no,no,1985,Capcom,Run 'n' Gun - Vertical,,15kHz,vertical (ccw),yes,,2 (alternating),8-way,,2
contra1,"Contra (US-AS, Set 2)","Contra (US - Asia, set 2)",USA - Asia,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contra1,"Contra (US, Set 2)",Contra (US 2),USA,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrab,Contra [bl],Contra (bootleg),,,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj,Contra (Japan 1) [bl],Contra (Japan bootleg 1),,Japan 1,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj,"Contra (Japan, Set 1) [bl]","Contra (Japan bootleg, set 1)",,"Japan, Set 1",yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj1,Contra (Japan 2) [bl],Contra (Japan bootleg 2),,Japan 2,yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrabj1,"Contra (Japan, Set 2) [bl]","Contra (Japan bootleg, set 2)",,"Japan, Set 2",yes,Contra,,Contra,no,yes,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrae,"Contra (US-AS, Set 3)","Contra (US - Asia, set 3)",USA - Asia,Set 3,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contrae,"Contra (US, Set 3)",Contra (US 3),USA,Set 3,no,,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj,Contra (Japan 1),Contra (Japan 1),,Japan 1,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj,"Contra (JP, Set 1)","Contra (Japan, set 1)",Japan,Set 1,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj1,Contra (Japan 2),Contra (Japan 2),,Japan 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
contraj1,"Contra (JP, Set 2)","Contra (Japan, set 2)",Japan,Set 2,yes,Contra,,Contra,no,no,1987,Konami,Run 'n' Gun - Horizontal,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,,2
csclub,"Capcom Sports Club (EU, 971017)",Capcom Sports Club (Euro 971017),Europe,971017,no,,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclub1,"Capcom Sports Club (EU, 970722)",Capcom Sports Club (Euro 970722),Europe,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
cscluba,"Capcom Sports Club (AS, 970722)",Capcom Sports Club (Asia 970722),Asia,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubh,"Capcom Sports Club (HS, 970722)",Capcom Sports Club (Hispanic 970722),Hispanic,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubj,"Capcom Sports Club (JP, 970722)",Capcom Sports Club (Japan 970722),Japan,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubj,"Capcom Sports Club (JP, 970722)",Capcom Sports Club (Japan 970722),Japan,970722,yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
csclubjy,"Capcom Sports Club (JP, 970722, yellow case)","Capcom Sports Club (Japan 970722, yellow case)",Japan,"970722, yellow case",yes,Capcom Sports Club,Capcom CPS-2,,no,no,1997,Capcom,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
cworld2j,"Adventure Quiz Capcom 2 (JP, 920611)",Adventure Quiz Capcom World 2 -Japan 920611-,Japan,920611,no,,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cworld2ja,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 90629B-3, no battery)","Adventure Quiz Capcom World 2 -Japan 920611, B-Board 90629B-3, no battery-",Japan,"920611, B-Board 90629B-3, no battery",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cworld2jb,"Adventure Quiz Capcom 2 (JP, 920611, B-Board 91634B-2)","Adventure Quiz Capcom World 2 -Japan 920611, B-Board 91634B-2-",Japan,"920611, B-Board 91634B-2",yes,Adventure Quiz Capcom World 2,Capcom CPS-1,,no,no,1992,Capcom,Quiz,,15kHz,horizontal,n/a,,2 (simultaneous),n/a,n/a,4
cybots,"Cyberbots- Fullmetal Madness (EU, 950424)",Cyberbots Fullmetal Madness (Euro 950424),Europe,950424,no,,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
cybotsj,"Cyberbots- Fullmetal Madness (JP, 940524)",Cyberbots Fullmetal Madness (Japan 950420),Japan,940524,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
cybotsu,"Cyberbots- Fullmetal Madness (US, 950420)",Cyberbots Fullmetal Madness (USA 950424),USA,950420,yes,Cyberbots Fullmetal Madness,Capcom CPS-2,,no,no,1995,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,4
daimakai,Daimakaimura (JP),Daimakaimura -Japan-,Japan,,no,,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
daimakair,"Daimakaimura (Japan Resale Ver.) (JP, Resale v2)",Daimakaimura -Japan Resale Ver.- 2,Japan,Resale v2,yes,Ghouls 'n Ghosts,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
daimakair,"Daimakaimura (JP, Resale)",Daimakaimura -Japan Resale Ver.-,Japan,Resale,yes,Ghouls 'n Ghosts,Capcom CPS-0,Ghosts 'n,no,no,1988,Capcom,Platform - Scroll,,15kHz,horizontal,n/a,,2 (alternating),4-way,,2
ddragon,Double Dragon (JP),Double Dragon,Japan,,no,,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2,Double Dragon II- The Revenge (US),Double Dragon II - The Revenge (US),USA,,yes,Double Dragon II,,Double Dragon,no,no,1988,Technos Japan,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2,Double Dragon II- The Revenge (W),Double Dragon II - The Revenge,World,,no,,,Double Dragon,no,no,1988,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragon2j,Double Dragon II- The Revenge (JP),Double Dragon II - The Revenge (Japan),Japan,,yes,Double Dragon II,,Double Dragon,no,no,1988,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonb2,Double Dragon [bl],Double Dragon (bootleg),,,yes,Double Dragon,,Double Dragon,no,yes,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonu,"Double Dragon (US, Set 1)",Double Dragon (US set 1),USA,Set 1,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonua,"Double Dragon (US, Set 2)",Double Dragon (US set 2),USA,Set 2,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonub,"Double Dragon (US, Set 3)",Double Dragon (US set 3),USA,Set 3,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonw,"Double Dragon (W, Set 1)",Double Dragon (World set 1),World,Set 1,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddragonw1,"Double Dragon (W, Set 2)",Double Dragon (World set 2),World,Set 2,yes,Double Dragon,,Double Dragon,no,no,1987,Technos,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddsom,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960619)",Dungeons &amp; Dragons Shadow over Mystara (Euro 960619),Europe,960619,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsoma,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 96061)",Dungeons &amp; Dragons Shadow over Mystara (Asia 96061),Asia,96061,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsoma,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960619)",Dungeons &amp; Dragons Shadow over Mystara (Asia 960619),Asia,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomar1,"Dungeons &amp; Dragons- Shadow over Mystara (AS, 960208)",Dungeons &amp; Dragons Shadow over Mystara (Asia 960208),Asia,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomb,"Dungeons &amp; Dragons- Shadow over Mystara (W, 960223)",Dungeons &amp; Dragons Shadow over Mystara (Brazil 960223),World,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomh,"Dungeons &amp; Dragons- Shadow over Mystara (HS, 960223)",Dungeons &amp; Dragons Shadow over Mystara (Hispanic 960223),Hispanic,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomj,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960619)",Dungeons &amp; Dragons Shadow over Mystara (Japan 960619),Japan,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr1,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960206)",Dungeons &amp; Dragons Shadow over Mystara (Japan 960206),Japan,960206,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 96022)",Dungeons &amp; Dragons Shadow over Mystara (Japan 96022),Japan,96022,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomjr2,"Dungeons &amp; Dragons- Shadow over Mystara (JP, 960223)",Dungeons &amp; Dragons Shadow over Mystara (Japan 960223),Japan,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr1,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960223)",Dungeons &amp; Dragons Shadow over Mystara (Euro 960223),Europe,960223,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr2,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960209)",Dungeons &amp; Dragons Shadow over Mystara (Euro 960209),Europe,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomr3,"Dungeons &amp; Dragons- Shadow over Mystara (EU, 960208)",Dungeons &amp; Dragons Shadow over Mystara (Euro 960208),Europe,960208,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomu,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960619)",Dungeons &amp; Dragons Shadow over Mystara (USA 960619),USA,960619,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddsomur1,"Dungeons &amp; Dragons- Shadow over Mystara (US, 960209)",Dungeons &amp; Dragons Shadow over Mystara (USA 960209),USA,960209,yes,Dungeons &amp; Dragons- Shadow over Mystara,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1996,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtod,"Dungeons &amp; Dragons- Tower of Doom (EU, 940412)",Dungeons &amp; Dragons Tower of Doom (Euro 940412),Europe,940412,no,,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtoda,"Dungeons &amp; Dragons- Tower of Doom (AS, 940412)",Dungeons &amp; Dragons Tower of Doom (Asia 940412),Asia,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodar1,"Dungeons &amp; Dragons- Tower of Doom (AS, 940113)",Dungeons &amp; Dragons Tower of Doom (Asia 940113),Asia,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodh,"Dungeons &amp; Dragons- Tower of Doom (HS, 940412)",Dungeons &amp; Dragons Tower of Doom (Hispanic 940412),Hispanic,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodhr1,"Dungeons &amp; Dragons- Tower of Doom (HS, 940125)",Dungeons &amp; Dragons Tower of Doom (Hispanic 940125),Hispanic,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodhr2,"Dungeons &amp; Dragons- Tower of Doom (HS, 940113)",Dungeons &amp; Dragons Tower of Doom (Hispanic 940113),Hispanic,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodj,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Dungeons &amp; Dragons Tower of Doom (Japan 940412),Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodjr1,"Dungeons &amp; Dragons- Tower of Doom (JP, 940412)",Dungeons &amp; Dragons Tower of Doom (Japan 940125),Japan,940412,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodjr2,"Dungeons &amp; Dragons- Tower of Doom (JP, 940113)",Dungeons &amp; Dragons Tower of Doom (Japan 940113),Japan,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodr1,"Dungeons &amp; Dragons- Tower of Doom (EU, 940113)",Dungeons &amp; Dragons Tower of Doom (Euro 940113),Europe,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodu,"Dungeons &amp; Dragons- Tower of Doom (US, 940125)",Dungeons &amp; Dragons Tower of Doom (USA 940125),USA,940125,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
ddtodur1,"Dungeons &amp; Dragons- Tower of Doom (US, 940113)",Dungeons &amp; Dragons Tower of Doom (USA 940113),USA,940113,yes,Dungeons &amp; Dragons- Tower of Doom,Capcom CPS-2,Dungeons &amp; Dragons,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,4,8-way,n/a,4
dimahoo,"Dimahoo (EU, 000121)",Dimahoo (Euro 000121),Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoo,"Dimahoo (EU, 000121)",Dimahoo (Euro 000121) [Unlocked],Europe,000121,no,,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoou,"Dimahoo (US, 000121)",Dimahoo (USA 000121) [Unlocked],USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dimahoou,"Dimahoo (US, 000121)",Dimahoo (USA 000121),USA,000121,yes,Dimahoo,Capcom CPS-2,,no,no,2000,Eighting / Raizing / Capcom,Shooter - Vertical,,15kHz,vertical (cw),yes,,2 (simultaneous),8-way,n/a,3
dino,"Cadillacs and Dinosaurs (W, 930201)",Cadillacs and Dinosaurs (World 930201),World,930201,no,,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinoa,"Cadillacs and Dinosaurs (AS, 930223)",Cadillacs and Dinosaurs (Asia TW 930223),Asia,930223,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (Cadillacs and Dinosaurs, CPS1, Chinese) [bl]",Dinosaur Hunter -Chinese bootleg of Cadillacs and Dinosaurs-,,"Cadillacs and Dinosaurs, CPS1, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinohunt,"Dinosaur Hunter (Cadillacs and Dinosaurs, CPS1.5, Chinese) [bl]",Dinosaur Hunter (Chinese bootleg of Cadillacs and Dinosaurs),,"Cadillacs and Dinosaurs, CPS1.5, Chinese",yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,yes,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinoj,"Cadillacs- Kyouryuu Shin Seiki (JP, 930201)",Cadillacs Kyouryuu Shin Seiki (Japan 930201),Japan,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dinou,"Cadillacs and Dinosaurs (US, 930201)",Cadillacs and Dinosaurs (USA 930201),USA,930201,yes,Cadillacs and Dinosaurs,Capcom CPS-1.5,,no,no,1993,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,2
dland,Dream Land- Super Dream Land (Bubble Bobble) [bl],Dream Land - Super Dream Land (bootleg of Bubble Bobble),,Bubble Bobble,yes,Bubble Bobble,,Bubble Bobble,no,yes,1986,Taito,Puzzle - Platform,,15kHz,horizontal,n/a,,2 (simultaneous),2-way horizontal,,2
dstlk,"Darkstalkers- The Night Warriors (EU, 940705)",Darkstalkers The Night Warriors (Euro 940705),Europe,940705,no,,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlka,"Darkstalkers- The Night Warriors (AS, 940705)",Darkstalkers The Night Warriors (Asia 940705),Asia,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlkh,"Darkstalkers- The Night Warriors (HS, 940818)",Darkstalkers The Night Warriors (Hispanic 940818),Hispanic,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlku,"Darkstalkers- The Night Warriors (US, 940818)",Darkstalkers The Night Warriors (USA 940818),USA,940818,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dstlkur1,"Darkstalkers- The Night Warriors (US, 940705)",Darkstalkers The Night Warriors (USA 940705),USA,940705,yes,Darkstalkers- The Night Warriors,Capcom CPS-2,Darkstalkers,no,no,1994,Capcom,Fighting,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,6
dumpmtmt,"Dump Matsumoto (JP, 317-0011a)","Dump Matsumoto (Japan, S16A) [8751 317-0011a]",Japan,317-0011a,yes,Body Slam,Sega System 16A,,no,no,1986,Sega,Sports,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ddux,"Dynamite Dux (W, Set 3)","Dynamite Dux (set 3, World) (FD1094 317-0096)",World,"Set 3, FD1094 317-0096",no,,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
ddux1,"Dynamite Dux (W, Set 1)","Dynamite Dux (set 1, World) (8751 317-0095)",World,"Set 1, 8751 317-0095",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
dduxj,"Dynamite Dux (JP, Set 2)","Dynamite Dux (set 2, Japan) (FD1094 317-0094)",Japan,"Set 2, FD1094 317-0094",yes,Dynamite Dux,Sega System 16B,,no,no,1988,Sega,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,2
dynwar,"Dynasty Wars (US, 89624B)","Dynasty Wars -USA, B-Board 89624B- -",USA,89624B,no,,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwara,"Dynasty Wars (US, 88622B-3)","Dynasty Wars -USA, B-Board 88622B-3-",USA,88622B-3,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwarj,Tenchi wo Kurau (JP),Tenchi wo Kurau -Japan-,Japan,,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
dynwarjr,"Tenchi wo Kurau (JP, Resale)",Tenchi wo Kurau -Japan Resale Ver.-,Japan,Resale,yes,Dynasty Wars,Capcom CPS-1,Dynasty Wars,no,no,1989,Capcom,Beat 'em Up,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,,3
ecofghtr,"Eco Fighters (W, 931203)",Eco Fighters (World 931203),World,931203,no,,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtra,"Eco Fighters (AS, 931203)",Eco Fighters (Asia 931203),Asia,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtrh,"Eco Fighters (HS, 931203)",Eco Fighters (Hispanic 931203),Hispanic,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru,"Eco Fighters (US, 940215)",Eco Fighters (USA 940215),USA,940215,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
ecofghtru1,"Eco Fighters (US, 931203)",Eco Fighters (USA 931203),USA,931203,yes,Eco Fighters,Capcom CPS-2,,no,no,1993,Capcom,Shooter - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
eswat,"E-Swat - Cyber Police (W, Set 4)","E-Swat - Cyber Police (set 4, World) (FD1094 317-0130)",World,"Set 4, FD1094 317-0130",no,,Sega System 16B,,no,no,1989,Sega,Run 'n' Gun - Horizontal,,15kHz,horizontal,n/a,,2 (simultaneous),8-way,n/a,3
